headline,extracted_text,link,sources,category,timestamp,keywords
BPJPH tetapkan SUCOFINDO sebagai Lembaga Pemeriksa Halal,"['Jakarta (ANTARA) - PT SUCOFINDO (Persero), selaku BUMN jasa inspeksi, ditetapkan sebagai lembaga pemeriksa halal (LPH) oleh Badan Penyelenggara Jaminan Produk Halal (BPJPH)', '“Berdasarkan hasil verifikasi keabsahan dokumen dan lapangan terhadap LPH PT SUCOFINDO (Persero) maka Kepala Badan BPJPH menetapkan PT SUCOFINDO (Persero) sebagai Lembaga Pemeriksa Halal berdasarkan Surat Keputusan Kepala BPJPH Nomor 117 Tahun 2020 tanggal 19 Oktober 2020,” ujar Kepala BPJPH Sukoso dalam keterangan tertulis yang diterima di Jakarta, Selasa', 'Lebih lanjut dia mengatakan bahwa, telah dilakukan verifikasi keabsahan dokumen dan lapangan oleh BPJPH dan MUI kepada LPH yang diajukan SUCOFINDO', '“Salah satu bentuk upaya pemerintah dalam menjamin dan memberikan kepastian hukum dalam bidang produk halal adalah dengan adanya regulasi hukum yang mengatur penjaminan produk halal di Indonesia yaitu Undang undang nomor 33 tahun 2014 tentang Jaminan Produk Halal,” kata Sukoso', 'BPJPH menerbitkan Nomor Registrasi LPH SUCOFINDO dan menyerahkan Surat Keputusan Kepala BPJPH tentang penetapan PT SUCOFINDO (Persero) sebagai LPH', 'Sementara itu Direktur Utama SUCOFINDO Bachder Djohan Buddin mengungkapan rasa terima kasih kepada BPJPH yang telah memberikan kepercayaan kepada SUCOFINDO sebagai Lembaga Pemeriksa Halal (LPH)', '""Sebagai BUMN kami terpanggil dan merupakan komitmen kami, untuk mendukung program Pemerintah melalui BPJPH, dalam rangka memastikan kehalalan produk di tengah masyarakat dan memajukan industri halal Indonesia,” kata Bachder', 'Untuk ditetapkan sebagai Lembaga Pemeriksa Halal (LPH), SUCOFINDO telah melalui berbagai tahapan, BPJPH telah melakukan evaluasi terhadap kesiapan SUCOFINDO, termasuk kesiapan laboratorium pengujian halal, kompetensi sumber daya manusia dan sistem manajemen serta informasi teknologi kami dan mengeluarkan surat Keterangan Akreditasi bagi LPH PT SUCOFINDO (Persero)', '“SUCOFINDO senantiasa mendukung program-program pemerintah sesuai dengan kapasitas dan kapabilitas yang dimiliki, dalam hal ini SUCOFINDO berkomitmen untuk terus memberikan pelayanan optimal terhadap pemastian terkait produk halal kepada pelaku usaha dan tentunya masyarakat sesuai perannya sebagai LPH dan merupakan wujud BUMN Untuk Indonesia,” ujar Bachder', 'Menurut dia, untuk mengajukan Sertifikat Halal, pelaku usaha dapat mengajukan permohonan ke BPJPH', 'Setelah itu, BPJPH akan menetapkan LPH yang akan melakukan pemeriksaan', 'LPH selanjutnya melakukan pemeriksaan dan melakukan pengujian produk dan proses', 'Hasil pengecekan tersebut akan diverifikasi oleh BPJPH jika hasil verifikasi telah sesuai, maka MUI akan menyelenggarakan sidang fatwa halal serta keputusan penetapan kehalalan produk', 'Setelah semua proses telah berjalan dengan sesuai ketentuan dan standard yang berlaku maka penerbitan sertifikat, akan diberikan oleh BPJPH untuk produk yang diajukan', 'Sebelumnya Dewan Halal Nasional Majelis Ulama Indonesia (MUI) telah menyatakan bahawa LPH SUCOFINDO telah memenuhi prinsip syariah']",https://www.antaranews.com/berita/1908132/bpjph-tetapkan-sucofindo-sebagai-lembaga-pemeriksa-halal,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-22,
Cara Bulog DIY kurangi beras beraroma tak sedap,"['ANTARA - Untuk menghindari beras yang terkadang beraroma tidak sedap, di tahun ini Perum Bulog Kantor Wilayah Daerah Istimewa Yogyakarta banyak melakukan penyerapan gabah dari petani, Penyerapan gabah yang sudah dilakukan sebanyak 97% dari target 53', '000 ton', '(Imam Prasetyo/Dudy Yanuwardhana/Nusantara Mulkan)']",https://www.antaranews.com/video/1907512/cara-bulog-diy-kurangi-beras-beraroma-tak-sedap,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-22,
ASDP Ternate sediakan 10 kapal selama masa Nataru,"['ANTARA - PT ASDP Indonesia Ferry (Persero) Cabang Ternate, telah mempersapkan sepuluh armada kapal feri selama masa libur Natal 2020 dan Tahun Baru 2021', 'Kapal-kapal tersebut akan melayani arus mudik rute antarpulau/antarkabupaten di Maluku Utara, bahkan hingga rute Ternate-Bitung, Sulawesi Utara', '(Harmoko Minggu/Agha Maulana/Nusantara Mulkan)']",https://www.antaranews.com/video/1905168/asdp-ternate-sediakan-10-kapal-selama-masa-nataru,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-20,
Pertamina akan siapkan mobil siaga di Tol TransJawa,"['ANTARA - PT Pertamina (Persero) Marketing Operation Region (MOR) IV Jawa Tengah dan Daerah Istimewa Yogyakarta telah mempersiapkan mobil siaga dan motoris di jalan Tol TransJawa selama masa libur Natal dan Tahun Baru', 'Tujuannya, guna mengantisipasi kemungkinan adanya kendaraan yang mengalami kehabisan bahan bakar saat dalam perjalanan', '(FX Suryo Wicaksono/Agha Maulana/Nusantara Mulkan)']",https://www.antaranews.com/video/1905080/pertamina-akan-siapkan-mobil-siaga-di-tol-transjawa,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-20,
896.540 pelanggan PLN NTB peroleh stimulus dan relaksasi COVID-19,"['Mataram (ANTARA) - PT PLN (Persero) Unit Induk Wilayah Nusa Tenggara Barat mencatat sebanyak 896', '540 pelanggan telah memperoleh keringanan tagihan listrik (stimulus) dan juga relaksasi pandemi COVID-19 hingga Desember 2020', '""Stimulus dan relaksasi tersebut merupakan upaya pemerintah untuk meringankan beban masyarakat tidak mampu dan rentan dalam menghadapi masa pandemi COVID-19,"" kata Senior Manager Niaga dan Pelayanan Pelanggan PLN Unit Induk Wilayah NTB Fauzi Arubusman di Mataram, Rabu', 'Ia mengatakan pemerintah telah memberikan stimulus dan juga relaksasi bagi beberapa segmen tarif, yakni pelanggan tarif sosial, bisnis dan industri hingga daya 900 volt Ampere (VA)', 'Jenis pemberian stimulus yang diberikan oleh pemerintah berupa program keringanan pembayaran listrik, yaitu pembebasan rekening mininum dan biaya beban atau abonemen', 'Sementara itu untuk pelanggan rumah tangga daya 450 VA memperoleh diskon 100 persen dan untuk pelanggan rumah tangga daya 900 VA bersubsidi menikmati diskon 50 persen yang dimulai sejak April 2020', '""Selain itu, keringanan bagi pelanggan bisnis kecil daya 450 VA dan industri kecil daya 450 VA dengan diskon 100 persen sejak Mei juga telah diperpanjang hingga Desember 2020,"" ujarnya', 'Fauzi menambahkan untuk segmentasi tarif sosial, bisnis dan industri mulai daya 1', '300 VA ke atas, memperoleh relaksasi berupa pembebasan penerapan ketentuan rekening minimum yang pemakaian energi listriknya di bawah ketentuan rekening minimum (40 jam nyala) ""Segmentasi tarif terbesar masih didominasi tarif rumah tangga, yaitu 99', '69 persen', 'Selebihnya adalah tarif bisnis dan juga tarif industri, sesuai dengan ketentuan yang berlaku,"" katanya', 'Jumiatin, salah seorang warga Gerunung, Kabupaten Lombok Barat, mengungkapkan rasa syukur atas bantuan stimulus dari pemerintah', '""Saya sekeluarga sangat terbantu dengan adanya bantuan stimulus ini', 'Di tengah kesulitan ekonomi akibat COVID-19, pemerintah telah memberikan perhatian untuk masyarakat kecil seperti kami', 'Semoga dengan adanya stimulus itu, kami bisa bertahan walaupun kondisi pandemi melanda,"" tuturnya', 'Indra, salah seorang pelanggan rumah tangga daya 450 VA di Jempong, Kota Mataram, juga mengucapkan terima kasih atas adanya program pemberian stimulus tersebut', '""Saya berterima kasih kepada pemerintah', 'Saya tidak perlu membayar listrik setiap bulan', 'Ini cukup membantu kami berhemat', 'Jadi uangnya ini bisa kami gunakan untuk membeli kebutuhan lain,"" ucapnya', 'Program stimulus dan relaksasi bagi pelanggan pascabayar akan langsung diperhitungkan dalam tagihan masing-masing pelanggan', 'Sementara untuk pelanggan prabayar atau yang menggunakan sistem token, dapat diakses melalui www', 'pln', 'co', 'id']",https://www.antaranews.com/berita/1898928/896540-pelanggan-pln-ntb-peroleh-stimulus-dan-relaksasi-covid-19,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-16,
"Sinergi perkuat peran UMKM, Pertamina telah salurkan Rp3,5 triliun","['Jakarta (ANTARA) - PT Pertamina (Persero) bersinergi dengan para pemangku kepentingan termasuk pemerintah dan perguruan tinggi untuk memperkuat peran usaha mikro kecil dan menengah (UMKM) melalui program kemitraan dengan total akumulasi dana yang telah disalurkan sejak 1993 mencapai Rp3,5 triliun', 'Sejak 1993, Pertamina menjalankan program kemitraan, sebuah program untuk membantu pelaku UMKM dan mitra binaan dalam menjalankan kegiatan usaha produktif', 'Pertamina juga memberikan bantuan permodalan bagi UMKM yang masuk dalam Sustainable Development Goals (SDG’S) nomor delapan', '“Program kemitraan yang dijalankan Pertamina, tidak sekadar menyalurkan pinjaman modal usaha, tetapi juga melakukan pendampingan, evaluasi dan berbagai pelatihan', 'Muaranya adalah agar pelaku usaha bisa mandiri, bertumbuh dan usaha yang dijalankan berkelanjutan,” ujar VP CSR & SME Partnership Program Management PT Pertamina Arya Dwi Paramita saat menjadi nara sumber pada webinar bertajuk UMKM Bangkit Dorong Penggunaan LPG Nonsubsidi di Jakarta, Rabu', 'Program kemitraan Pertamina tercatat telah menyalurkan pinjaman modal usaha kepada 64 ribu pelaku usaha yang menjadi mitra binaan', 'Total akumulasi dana yang disalurkan sejak 1993 mencapai Rp3,5 triliun', '“Ini merupakan program pada tingkat tertinggi dari siklus pemberdayaan masyarakat', 'Kami melakukan pembinaan dan mempertemukan mitra binaan dengan ekosistemnya sehingga ketika mereka sudah benar-benar lepas, mereka sudah bisa mandiri dan diharapkan terus bertumbuh dan berkelanjutan,” jelas Arya dalam webinar yang diselenggarakan Dunia Energi', 'Program kemitraan Pertamina sampai akhir November 2020 telah menyalurkan sebesar Rp241 miliar kepada 2', '199 pelaku usaha kecil', 'Sebagai perusahaan milik negara, Pertamina memiliki tanggungjawab ikut membantu perekonomian masyarakat melalui penguatan di sektor UMKM maupun koperasi sebagaimana amanat yang tertuang dalam UU BUMN nomor 19 tahun 2003', 'Tanggung jawab yang dijalankan Pertamina dalam program kemitraan benar-benar dilakukan melalui beberapa tahapan, dimulai dari pemetaan potensi, untuk menentukan jenis usaha yang sesuai dengan kebutuhan setempat, pengembangan potensi kemudian memberikan fondamen ekonomi berupa permodalan', '“Kami juga melakukan pendampingan kepada mereka,” katanya', 'Arya mengatakan tahun ini Pertamina merilis program Pinky Movement, yaitu program yang diarahkan khusus untuk pelaku usaha yang menjalankan usaha perdagangan LPG dan pelaku usaha di bidang kuliner dan usaha kecil lainnya yang menggunakan LPG sebagai sumber energi', 'Pembicara lain, Asisten Deputi Penyuluhan Kementerian Koperasi dan UKM Bagus Rachman mengatakan program permodalan UMKM yang dilakukan Pertamina sejalan dengan misi pemerintah', 'Sebagaimana tertuang dalam RPJMN 2020-2024 Kementerian Koperasi dan UKM, yakni menumbuhkan kewirausahaan nasional, industri kecil dengan bersinergi dengan kementerian lain ataupun badan usaha baik nasional maupun swasta', 'Kementerian Koperasi dan UKM sudah mengalokasikan anggaran sebesar Rp123,46 triliun untuk UMKM', 'Dana tersebut tidak termasuk 12 juta UMKM yang mendapatkan bantuan langsung pemerintah agar bisa survive karena pandemi COVID-19', '“Bantuan untuk UMKM agar terus survive di tengah pandemi ini, agar bisa bertahan dalam empat bulan', 'Sejak September sampai Desember 2020,” jelas dia lagi', 'Dia berharap sinergi Kementerian Koperasi dan UMKM dengan Pertamina terkait pemberdayaan koperasi dan UMKM di bidang energi, pemerataan energi nasional, distribusi gas dan juga minyak', '“Kami ingin koperasi dan UMKM, bisa naik level, ke jenjang lebih tinggi, sehingga ikut mendukung perekonomian masyarakat,” ujarnya', 'Sementara itu Dosen Administrasi Bisnis FISIP Universitas Padjadjaran Healthy Nirmalasari mengatakan ada beragam dukungan dan stimulus untuk keberlanjutan usaha UMKM, tidak hanya menggelontorkan dana', 'Menurut Helathy, tantangannya adalah bagaimana UMKM bisa mandiri', '""Bukan hanya dana terserap, produksi meningkat, tapi UMKM tersebut bertumbuh sehingga kebermanfaatannya terasa', 'Salah satunya adalah banyak tenaga kerja yang terserap,"" ujarnya']",https://www.antaranews.com/berita/1898924/sinergi-perkuat-peran-umkm-pertamina-telah-salurkan-rp35-triliun,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-16,
Pemprov Malut gandeng PT Pertamina optimalkan pendapatan pajak,"['ANTARA - Pemprov Maluku Utara (Malut) bersama PT Pertamina menandatangani nota kesepahaman bersama, untuk mengoptimalisasi pendapatan pajak Bahan Bakar Minyak (BBM)', 'Dengan kerja sama ini, diharapkan bisa meningkatkan pendapatan daerah', 'Kegiatan ini diinisasi oleh Komisi Pemberantasan Korupsi (KPK) secara virtual, dengan diikuti dua daerah lainnya di Indonesia', '(Harmoko Minggu/Rayyan/Risbeyhi)']",https://www.antaranews.com/video/1896180/pemprov-malut-gandeng-pt-pertamina-optimalkan-pendapatan-pajak,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-15,
INKA ekspor perdana lokomotif ke Filipina,"['Surabaya (ANTARA) - PT INKA (Persero) mengekspor perdana tiga lokomotif beserta 15 gerbong kereta api ke Philippine National Railways (PNR), Filipina, melalui Pelabuhan Tanjung Perak, Surabaya, Jawa Timur, Sabtu', '""Ekspor kali ini merupakan ekspor perdana untuk lokomotif produksi anak bangsa,"" kata Dirut INKA Budi Noviantoro saat melepas pesanan PNR Filipina di Dermaga Jamrud Utara, Tanjung Perak Surabaya, Jawa Timur, Sabtu', 'Ia mengakui INKA pernah mengirimkan produk kereta ke Filipina, namun kali ini perdana untuk jenis produk lokomotif', 'Pengiriman ini merupakan kelanjutan kontrak pengadaan senilai 26 juta dolar AS atau Rp360 miliar, yang ditandatangani pada 28 Mei 2018 oleh General Manager PNR Junn B Magno dan Direktur Utama INKA Budi Noviantoro di Manila, Filipina', 'Budi mengatakan pengiriman tersebut juga menyusul ekspor sebelumnya berupa dua train set diesel multiple unit (DMU) senilai 9,7 juta dolar AS atau sekitar Rp136 miliar pada Desember 2019', 'Selanjutnya, pada Februari 2020, INKA juga mengekspor empat train set DMU senilai 21,4 juta dolar AS atau setara Rp301 miliar', '""Ekspor lokomotif ke Filipina ini merupakan implementasi BUMN Go Global, sekaligus membuktikan eksistensi PT INKA melalui ekspor produk kereta api ke luar negeri dan keberlangsungan BUMN di tengah kondisi pandemi COVID-19,"" kata Budi', 'Direktur Jenderal Industri Logam Mesin Alat Transportasi dan Elektronika (Dirjen ILMATE) Kementerian Perindustrian Taufiek Bawazier mendorong INKA lebih menguatkan inovasinya, dari sistem digitalisasi hingga artificial intelligence', 'Dengan begitu, INKA dapat berkompetisi dengan industri kereta api lainnya di luar negeri terutama kawasan ASEAN', '""Maknanya, Indonesia akan menjadi kekuatan baru, terutama di ASEAN, dan masuk ke pasar ASEAN dengan kemampuan inovasi yang ada,"" katanya', 'Taufiek juga mengingatkan ada beberapa segmen pasar yang masih terbuka dan bisa dimasuki INKA dengan produknya, seperti di Afrika hingga Asia Tengah atau pasar yang mungkin sulit ditembus', 'Menurut dia, besarnya tantangan ini perlu adanya penyiapan sumber daya manusia (SDM) dan mini factory', 'Artinya, tenaga yang dipersiapkan harus dididik mampu memproduksi produk-produk INKA di masa mendatang']",https://www.antaranews.com/berita/1892012/inka-ekspor-perdana-lokomotif-ke-filipina,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-12,
Erick: Kementerian BUMN ditargetkan vaksin mandiri untuk 75 juta orang,"['Jakarta (ANTARA) - Menteri BUMN sekaligus Ketua Pelaksana Komite Penanganan Covid-19 dan Pemulihan Ekonomi (KPCPEN), Erick Thohir mengungkapkan Kementerian BUMN ditargetkan untuk program vaksin mandiri sebanyak 75 juta orang', '""Untuk kami dari Kementerian BUMN ditargetkan untuk vaksin mandiri sebanyak 75 juta orang', 'Sedangkan untuk vaksin bantuan pemerintah saya yakin juga angkanya akan sama atau lebih besar namun tentu biar proses tersebut dibicarakan di pihak pemerintah,"" ujar Erick Thohir dalam seminar daring di Jakarta, Sabtu', 'Menurut Erick, pada tahap-tahap berikutnya Indonesia akan menunggu lagi vaksin sebanyak 1,8 juta dosis pada Januari 2021, lalu yang 15 juta lainnya sebagai bahan baku untuk diproduksi di Bio Farma untuk Januari 2021', 'Mudah-mudahan nanti pada Januari 2021 ada yang namanya vaksin bantuan pemerintah dan vaksin mandiri, yang nanti jumlahnya dari Kementerian Kesehatan akan menetapkan berapa komposisi jumlahnya', '""Kalau tugas Kementerian BUMN sudah jelas yakni vaksin mandiri untuk 75 juta orang,"" kata Menteri BUMN tersebut', 'Dari kapasitas vaksinasi, kerjasama BUMN dan swasta mengingat rumah sakit swasta jumlahnya jauh lebih banyak dibandingkan rumah sakit BUMN ditambah juga klinik-klinik, dengan bergotong royong dperkirakan sekitar 13 juta lebih untuk vaksinasi per bulan', 'Sementara kapasitas cold chain sekitar 10,6 juta', '""Jadi InsyaAllah kalau targetnya 75 juta orang untuk vaksinasi mandiri, kira-kira bulan ke-8 atau bulan ke-9 tahun 2021 jika vaksinasi dimulai pada Januari 2021 sudah bisa terlaksana (tercapai),"" ujar Erick', 'Tapi tentu yang harus dijaga adalah jangan sampai terjadi hal-hal seperti salah suntik, salah kirim dan sebagainya, karena itu program satu data sejak awal dilibatkan', 'Data BPJS Kesehatan, BPJS Ketenagakerjaan, Dukcapil, Kemenkes dan sebagainya menjadi satu data', 'Hal ini penting supaya tidak menimbulkan zona abu-abu atau pasar gelap yang mempermainkan harga vaksin Covid-19', 'Karena itu pemerintah menekankan pada tahap awal vaksin ini harus terkonsolidasi']",https://www.antaranews.com/berita/1891552/erick-kementerian-bumn-ditargetkan-vaksin-mandiri-untuk-75-juta-orang,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-12,
Stafsus BUMN minta penyebar hoaks sprindik Erick Thohir ditindak hukum,"['Jakarta (ANTARA) - Staf Khusus Menteri BUMN, Arya Sinulingga meminta penyebar kabar bohong mengenai surat perintah penyidikan (sprindik) terkait dengan dugaan korupsi terhadap Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir segera ditindak secara hukum', '""Jadi, apa yang beredar itu sudah jelas hoax, kami berharap supaya yang membuat atau menyebarkan ini bisa diproses juga secara hukum karena telah menyebarkan sebuah berita atau bahan-bahan yang hoax,"" ujar Arya Sinulingga di Jakarta, Kamis', 'Ia menyampaikan Ketua Komisi Pemberantasan Korupsi (KPK) Firli Bahuri juga telah menyatakan bahwa sprindik itu palsu', '""Itu kan berita yang ga benar, berita hoax, kan sudah disampaikan oleh KPK,"" ucapnya', 'Sebelumnya telah beredar sprindik dengan kop surat ""Komisi Pemberantasan Korupsi Republik Indonesia"" perihal dugaan tindak pidana korupsi berupa penerimaan hadiah atau janji kepada pegawai negeri atau penyelenggara negara terkait dengan pengadaan alat kesehatan rapid test COVID-19 melalui PT Rajawali Nusantara Indonesia (RNI) yang dilakukan Erick Thohir selaku Menteri BUMN', 'Sebagaimana dimaksud dalam Pasal 12 Huruf a atau Huruf b atau Pasal 11 Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi sebagaimana telah diubah dengan Undang-Undang Nomor 20 Tahun 2001', 'Dalam sprindik juga disebut memberi perintah kepada empat penyidik KPK, salah satunya Novel Baswedan']",https://www.antaranews.com/berita/1887924/stafsus-bumn-minta-penyebar-hoaks-sprindik-erick-thohir-ditindak-hukum,ANTARANEWS,Ekonomi  BUMN Untuk Negeri,2020-12-10,
